season,hsa_nci_id,hsa,hsa_counties,geography,peak_date,peak_size
2025-2026,587,"Seward, KS - Morton, KS","Morton, Seward",Kansas,1/24/2026,11.52
2025-2026,588,"Stearns (St. Cloud), MN - Benton, MN","Benton, Meeker, Morrison, Stearns, Todd",Minnesota,1/3/2026,10.79
2025-2026,589,"Wapello, IA - Mahaska, IA","Jefferson, Keokuk, Mahaska, Monroe, Van Buren, Wapello",Iowa,1/24/2026,10.89
2025-2026,59,"Oneida (Utica), NY - Madison, NY","Herkimer, Madison, Oneida",New York,12/27/2025,11.26
2025-2026,592,"Kandiyohi, MN - Chippewa, MN","Chippewa, Kandiyohi, Lac qui Parle, Swift, Yellow Medicine",Minnesota,1/3/2026,12.09
2025-2026,593,"Lincoln, NE - Keith, NE","Arthur, Hooker, Keith, Lincoln, McPherson, Perkins",Nebraska,1/3/2026,3.16
2025-2026,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA","Audubon, Cass, Harrison, Mills, Pottawattamie, Shelby",Iowa,1/3/2026,6.88
2025-2026,598,"Reno, KS - Rice, KS","Reno, Rice, Stafford",Kansas,1/17/2026,6.01
2025-2026,60,"Raleigh, WV - Fayette, WV","Fayette, Raleigh, Summers, Wyoming",West Virginia,1/17/2026,5.54
2025-2026,601,"Labette, KS - Neosho, KS","Allen, Labette, Neosho, Woodson",Kansas,1/10/2026,5.14
2025-2026,602,"Brown, MN - Renville, MN","Brown, Redwood, Renville",Minnesota,1/3/2026,11.26
2025-2026,603,"Isanti (Cambridge), MN - Mille Lacs, MN","Isanti, Kanabec, Mille Lacs",Minnesota,12/27/2025,13.05
2025-2026,606,"Story, IA - Boone, IA","Boone, Hamilton, Hardin, Story, Wright",Iowa,1/3/2026,7.97
2025-2026,608,"Douglas, MN - Pope, MN","Douglas, Pope, Stevens",Minnesota,12/27/2025,12.4
2025-2026,609,"Lyon, MN - Lincoln, MN","Lincoln, Lyon",Minnesota,1/17/2026,9.13
2025-2026,61,"District of Columbia, DC",District of Columbia,District of Columbia,12/27/2025,8.6
2025-2026,612,"Crow Wing, MN - Cass, MN","Aitkin, Cass, Crow Wing, Hubbard, Wadena",Minnesota,1/3/2026,9.41
2025-2026,618,"Pratt, KS - Kiowa, KS","Comanche, Kiowa, Pratt",Kansas,2/7/2026,11.81
2025-2026,62,"Madison, KY - Rockcastle, KY","Estill, Jackson, Madison, Rockcastle",Kentucky,12/27/2025,9.63
2025-2026,621,"Wyandotte (Kansas City), KS - Leavenworth, KS","Leavenworth, Wyandotte",Kansas,1/3/2026,6.57
2025-2026,624,"Johnson (Overland Park), KS - Douglas, KS","Anderson, Douglas, Franklin, Johnson, Miami",Kansas,12/27/2025,14.31
2025-2026,625,"Clay, IA - Dickinson, IA","Clay, Dickinson, Palo Alto",Iowa,1/24/2026,7.49
2025-2026,626,"Emmet, IA",Emmet,Iowa,1/17/2026,16.67
2025-2026,628,"Richardson, NE - Pawnee, NE","Pawnee, Richardson",Nebraska,2/28/2026,7.81
2025-2026,63,"Rockingham, VA - Harrisonburg City, VA","Harrisonburg City, Page, Rockingham",Virginia,1/3/2026,10.09
2025-2026,630,"Crawford, KS - Bourbon, KS","Bourbon, Crawford, Linn",Kansas,1/24/2026,6.78
2025-2026,631,"Roseau, MN - Lake of the Woods, MN","Lake of the Woods, Roseau",Minnesota,1/10/2026,5.32
2025-2026,633,"Carroll, IA - Sac, IA","Calhoun, Carroll, Sac",Iowa,1/10/2026,7.1
2025-2026,634,"Floyd, IA - Chickasaw, IA","Chickasaw, Floyd",Iowa,12/27/2025,8.93
2025-2026,637,"Phillips, KS - Norton, KS","Norton, Phillips, Smith",Kansas,1/31/2026,11.3
2025-2026,64,"Atlantic (Atlantic City), NJ - Cape May, NJ","Atlantic, Cape May",New Jersey,12/27/2025,14.61
2025-2026,641,"Scott (Davenport), IA - Muscatine, IA","Muscatine, Scott",Iowa,12/27/2025,11.83
2025-2026,644,"Page, IA - Fremont, IA","Fremont, Page, Taylor",Iowa,1/3/2026,7.09
2025-2026,646,"Freeborn, MN - Faribault, MN","Faribault, Freeborn",Minnesota,1/3/2026,16.08
2025-2026,647,"Montgomery, IA - Adams, IA","Adams, Montgomery",Iowa,1/24/2026,9.82
2025-2026,649,"Appanoose, IA - Davis, IA","Appanoose, Davis",Iowa,1/17/2026,7.34
2025-2026,65,"Steuben, NY - Chemung (Elmira), NY","Chemung, Schuyler, Steuben",New York,1/3/2026,9.03
2025-2026,650,"Geary, KS - Dickinson, KS","Dickinson, Geary, Morris",Kansas,2/14/2026,4.64
2025-2026,651,"Platte, NE - Boone, NE","Boone, Nance, Platte",Nebraska,2/7/2026,7.04
2025-2026,66,"Essex (Newark), NJ - Middlesex, NJ","Essex, Middlesex, Somerset, Union",New Jersey,12/27/2025,12.68
2025-2026,67,"Rowan, KY - Morgan, KY","Elliott, Menifee, Morgan, Rowan",Kentucky,1/10/2026,5.56
2025-2026,671,"Atchison, KS",Atchison,Kansas,2/7/2026,13.83
2025-2026,672,"Sioux, IA",Sioux,Iowa,1/17/2026,3.15
2025-2026,674,"McPherson, KS",McPherson,Kansas,2/14/2026,1.06
2025-2026,679,"Marshall, IA - Tama, IA","Marshall, Tama",Iowa,1/24/2026,9.38
2025-2026,68,"Bristol (New Bedford), MA",Bristol,Massachusetts,12/27/2025,13
2025-2026,686,"Poweshiek, IA",Poweshiek,Iowa,1/17/2026,8.92
2025-2026,688,"Denver (Denver), CO - Jefferson, CO","Adams, Arapahoe, Clear Creek, Denver, Douglas, Elbert, Gilpin, Grand, Jefferson, Park, Summit",Colorado,12/27/2025,8.92
2025-2026,689,"Multnomah (Portland), OR - Washington, OR","Clackamas, Clatsop, Columbia, Multnomah, Washington",Oregon,1/31/2026,6.54
2025-2026,69,"Fairfax, VA - Arlington, VA","Alexandria City, Arlington, Fairfax, Fairfax City, Falls Church City, Loudoun",Virginia,12/27/2025,11.17
2025-2026,691,"Yellowstone (Billings), MT - Big Horn, MT","Big Horn, Carbon, Golden Valley, Musselshell, Rosebud, Stillwater, Treasure, Yellowstone",Montana,12/27/2025,8.41
2025-2026,692,"Cascade (Great Falls), MT - Glacier, MT","Cascade, Chouteau, Glacier, Judith Basin, Pondera, Teton, Toole",Montana,12/27/2025,7.59
2025-2026,693,"Bernalillo (Albuquerque), NM - Sandoval, NM","Bernalillo, Cibola, Sandoval, Socorro, Torrance, Valencia",New Mexico,12/27/2025,7.8
2025-2026,694,"Nez Perce, ID - Idaho, ID","Clearwater, Idaho, Lewis, Nez Perce",Idaho,2/21/2026,3.2
2025-2026,695,"Twin Falls, ID - Jerome, ID","Gooding, Jerome, Lincoln, Twin Falls",Idaho,12/27/2025,7.94
2025-2026,696,"Bannock, ID - Bingham, ID","Bannock, Bingham, Caribou, Oneida, Power",Idaho,12/27/2025,8.25
2025-2026,7,"Kanawha (Charleston), WV - Putnam, WV","Boone, Clay, Kanawha, Nicholas, Putnam, Webster",West Virginia,1/31/2026,6.26
2025-2026,70,"Montgomery, VA - Pulaski, VA","Giles, Montgomery, Pulaski, Radford City, Wythe",Virginia,12/27/2025,10.77
2025-2026,703,"Utah (Provo), UT - Sanpete, UT","Juab, Millard, Sanpete, Sevier, Utah, Wayne",Utah,12/27/2025,11.83
2025-2026,704,"Pueblo (Pueblo), CO - Las Animas, CO","Huerfano, Las Animas, Pueblo",Colorado,1/3/2026,10.58
2025-2026,705,"Marion (Salem), OR - Yamhill, OR","Marion, Polk, Yamhill",Oregon,2/7/2026,8.68
2025-2026,707,"Clark (Las Vegas), NV - Nye, NV","Clark, Esmeralda, Lincoln, Nye",Nevada,12/27/2025,3.46
2025-2026,708,"Salt Lake (Salt Lake City), UT - Tooele, UT","Duchesne, Salt Lake, Summit, Tooele, Uintah, Wasatch",Utah,12/27/2025,8.95
2025-2026,71,"Halifax with South Boston City, VA - Mecklenburg, VA","Halifax with South Boston City, Lunenburg, Mecklenburg",Virginia,1/3/2026,11.12
2025-2026,711,"Mesa, CO - Garfield, CO","Eagle, Garfield, Mesa, Pitkin, Rio Blanco",Colorado,12/27/2025,14.26
2025-2026,712,"Hill, MT - Blaine, MT","Blaine, Hill, Liberty, Phillips",Montana,3/14/2026,7.14
2025-2026,713,"Missoula, MT - Ravalli, MT","Granite, Lake, Mineral, Missoula, Ravalli, Sanders",Montana,1/31/2026,6.53
2025-2026,716,"Ada (Boise City), ID - Canyon, ID","Ada, Boise, Canyon, Elmore, Gem, Owyhee, Valley",Idaho,12/27/2025,8.52
2025-2026,717,"Umatilla, OR - Morrow, OR","Morrow, Umatilla",Oregon,1/24/2026,2.97
2025-2026,719,"Deschutes, OR - Crook, OR","Crook, Deschutes, Harney, Jefferson, Wheeler",Oregon,2/7/2026,6.56
2025-2026,72,"Washington (Hagerstown), MD",Washington,Maryland,1/3/2026,4.48
2025-2026,720,"Elko, NV - Lander, NV","Elko, Eureka, Lander",Nevada,2/7/2026,6.68
2025-2026,721,"Lewis and Clark, MT - Jefferson, MT","Broadwater, Jefferson, Lewis and Clark",Montana,2/21/2026,4.24
2025-2026,722,"Bonneville, ID - Madison, ID","Bonneville, Butte, Clark, Custer, Fremont, Jefferson, Madison, Teton",Idaho,12/20/2025,6.78
2025-2026,724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM","Los Alamos, Rio Arriba, Santa Fe, Taos",New Mexico,12/27/2025,13.59
2025-2026,725,"Curry, NM - Roosevelt, NM","Curry, De Baca, Quay, Roosevelt",New Mexico,1/3/2026,12.32
2025-2026,726,"Natrona (Casper), WY - Converse, WY","Converse, Natrona",Wyoming,1/3/2026,2.74
2025-2026,727,"Linn, OR - Benton, OR","Benton, Linn",Oregon,1/31/2026,9.18
2025-2026,728,"Flathead, MT - Lincoln, MT","Flathead, Lincoln",Montana,12/27/2025,5.11
2025-2026,729,"Payette, ID - Washington, ID","Adams, Payette, Washington",Idaho,1/17/2026,6
2025-2026,73,"Alleghany, NC",Alleghany,North Carolina,1/10/2026,27.27
2025-2026,730,"Cassia, ID - Minidoka, ID","Cassia, Minidoka",Idaho,12/20/2025,8.61
2025-2026,732,"Dona Ana (Las Cruces), NM - Luna, NM","Dona Ana, Luna, Sierra",New Mexico,12/27/2025,20.32
2025-2026,734,"Kootenai, ID - Bonner, ID","Benewah, Bonner, Boundary, Kootenai, Shoshone",Idaho,2/7/2026,5.42
2025-2026,74,"Essex (Lynn), MA",Essex,Massachusetts,1/3/2026,9.72
2025-2026,741,"Cheyenne, NE - Kimball, NE","Cheyenne, Deuel, Kimball",Nebraska,1/3/2026,8.42
2025-2026,742,"Silver Bow, MT - Deer Lodge, MT","Beaverhead, Deer Lodge, Silver Bow",Montana,2/28/2026,4.71
2025-2026,743,"Klamath, OR - Lake, OR","Klamath, Lake",Oregon,2/14/2026,6.94
2025-2026,744,"Davis, UT - Weber (Ogden), UT","Box Elder, Davis, Morgan, Rich, Weber",Utah,12/27/2025,9.14
2025-2026,748,"Wasco, OR - Hood River, OR","Gilliam, Hood River, Sherman, Wasco",Oregon,1/31/2026,10.21
2025-2026,749,"Park, WY - Big Horn, WY","Big Horn, Park",Wyoming,12/27/2025,10.51
2025-2026,75,"New Castle (Wilmington), DE",New Castle,Delaware,12/27/2025,8.32
2025-2026,754,"El Paso (Colorado Springs), CO - Teller, CO","Cheyenne, El Paso, Kit Carson, Lincoln, Teller",Colorado,12/27/2025,9.16
2025-2026,755,"Iron, UT - Beaver, UT","Beaver, Iron",Utah,1/3/2026,5.21
2025-2026,756,"Park, MT - Sweet Grass, MT","Park, Sweet Grass",Montana,2/21/2026,4.32
2025-2026,759,"Union, OR - Baker, OR","Baker, Union, Wallowa",Oregon,2/7/2026,7.13
2025-2026,76,"Fulton, NY - Montgomery (Amsterdam), NY","Fulton, Montgomery",New York,12/27/2025,10.91
2025-2026,760,"Weld, CO - Morgan, CO","Morgan, Washington, Weld, Yuma",Colorado,12/27/2025,12.24
2025-2026,767,"Richland, MT - Dawson, MT","Dawson, McCone, Richland, Wibaux",Montana,1/17/2026,9.22
2025-2026,769,"Otero, NM - Lincoln, NM","Lincoln, Otero",New Mexico,12/27/2025,18.03
2025-2026,77,"Petersburg City, VA - Prince George, VA","Dinwiddie, Hopewell City, Petersburg City, Prince George, Surry, Sussex",Virginia,12/27/2025,9.79
2025-2026,770,"Sheridan, WY - Johnson, WY","Johnson, Sheridan",Wyoming,12/27/2025,3.68
2025-2026,772,"Chaves, NM - Eddy, NM","Chaves, Eddy",New Mexico,1/17/2026,5.7
2025-2026,773,"Gallatin and Yellowstone National Park, MT - Madison, MT","Gallatin and Yellowstone National Park, Madison",Montana,1/10/2026,4.33
2025-2026,775,"Teton, WY - Lincoln, WY","Lincoln, Sublette, Teton",Wyoming,1/3/2026,8.28
2025-2026,777,"Fremont, WY - Washakie, WY","Fremont, Hot Springs, Washakie",Wyoming,1/3/2026,6
2025-2026,779,"Roosevelt, MT - Valley, MT","Roosevelt, Valley",Montana,1/31/2026,6.61
2025-2026,782,"Lane (Eugene), OR - Douglas, OR","Douglas, Lane",Oregon,2/7/2026,6.44
2025-2026,783,"Lincoln, OR - Tillamook, OR","Lincoln, Tillamook",Oregon,1/31/2026,7.31
2025-2026,784,"Latah, ID",Latah,Idaho,2/28/2026,3.16
2025-2026,792,"Uinta, WY",Uinta,Wyoming,4/25/2026,5.78
2025-2026,793,"Grant, NM - Hidalgo, NM","Catron, Grant, Hidalgo",New Mexico,12/27/2025,27.8
2025-2026,795,"Boulder, CO - Broomfield, CO","Boulder, Broomfield",Colorado,12/27/2025,11.48
2025-2026,796,"Larimer, CO",Larimer,Colorado,12/27/2025,7.93
2025-2026,80,"St. Lawrence, NY - Jefferson, NY","Jefferson, Lewis, St. Lawrence",New York,12/27/2025,12.3
2025-2026,801,"San Miguel, NM - Mora, NM","Guadalupe, Harding, Mora, San Miguel",New Mexico,1/10/2026,6.51
2025-2026,805,"White Pine, NV",White Pine,Nevada,1/31/2026,3.03
2025-2026,808,"Blaine, ID - Camas, ID","Blaine, Camas",Idaho,1/3/2026,9.23
2025-2026,809,"Carbon, UT - Emery, UT","Carbon, Emery",Utah,1/3/2026,6.98
2025-2026,81,"Clinton, NY - Franklin, NY","Clinton, Essex, Franklin",New York,12/27/2025,9.83
2025-2026,82,"Taylor, KY - Adair, KY","Adair, Green, Russell, Taylor",Kentucky,12/27/2025,6.54
2025-2026,821,"Honolulu (Honolulu), HI - Maui, HI","Honolulu, Kalawao, Maui",Hawaii,12/27/2025,10.16
2025-2026,822,"Kauai, HI",Kauai,Hawaii,3/14/2026,6.8
2025-2026,823,"Hawaii, HI",Hawaii,Hawaii,1/3/2026,6
2025-2026,825,"Henry, GA - Forsyth, GA","Fayette, Forsyth, Henry, Rockdale, Walton",Georgia,12/27/2025,11.66
2025-2026,826,"Cherokee, GA - Douglas, GA","Cherokee, Douglas, Paulding, Pickens",Georgia,12/27/2025,16.68
2025-2026,827,"Newton (Covington), GA",Newton,Georgia,12/20/2025,9.52
2025-2026,828,"Baldwin, GA",Baldwin,Georgia,12/27/2025,11.17
2025-2026,829,"Clarke (Athens), GA - Barrow, GA","Barrow, Clarke, Jackson, Madison, Oconee, Oglethorpe",Georgia,12/27/2025,14.93
2025-2026,83,"Suffolk, NY - Nassau, NY","Nassau, Suffolk",New York,12/20/2025,9.42
2025-2026,830,"Richmond (South Augusta), GA - Columbia, GA","Burke, Columbia, Jenkins, Lincoln, McDuffie, Richmond",Georgia,1/3/2026,4.59
2025-2026,831,"Washtenaw, MI - Livingston, MI","Livingston, Washtenaw",Michigan,12/27/2025,6.74
2025-2026,85,"New Haven (New Haven), CT - Litchfield, CT","Litchfield, Middlesex, New Haven",Connecticut,12/27/2025,10.49
2025-2026,851,"Mineral, WV - Hardy, WV","Grant, Hardy, Mineral",West Virginia,1/3/2026,9.15
2025-2026,852,"Wicomico, MD - Worcester, MD","Somerset, Wicomico, Worcester",Maryland,12/27/2025,14.79
2025-2026,853,"Virginia Beach City, VA - Norfolk City, VA","Chesapeake City, Franklin City, Isle of Wight, Norfolk City, Portsmouth City, Southampton, Suffolk City, Virginia Beach City",Virginia,12/27/2025,10.34
2025-2026,854,"Bennington, VT",Bennington,Vermont,1/3/2026,6.97
2025-2026,855,"McCracken, KY - Graves, KY","Ballard, Carlisle, Crittenden, Graves, Hickman, Livingston, Lyon, Marshall, McCracken",Kentucky,1/3/2026,7.11
2025-2026,856,"Logan, WV - Mingo, WV","Logan, Mingo",West Virginia,1/17/2026,10.47
2025-2026,857,"Washington, VT - Windsor, VT","Orange, Washington, Windsor",Vermont,1/3/2026,6.14
2025-2026,86,"Orange (Newburgh), NY - Sullivan, NY","Orange, Sullivan",New York,12/27/2025,13.06
2025-2026,860,"Ohio (Wheeling), WV - Marshall, WV","Marshall, Ohio, Tyler, Wetzel",West Virginia,1/3/2026,5.43
2025-2026,861,"Berkeley, WV - Jefferson, WV","Berkeley, Hampshire, Jefferson, Morgan",West Virginia,1/3/2026,10.01
2025-2026,862,"Greenbrier, WV - Monroe, WV","Greenbrier, Monroe",West Virginia,1/24/2026,9.06
2025-2026,863,"Wood (Parkersburg), WV - Jackson, WV","Calhoun, Jackson, Pleasants, Ritchie, Roane, Wirt, Wood",West Virginia,2/28/2026,6.04
2025-2026,865,"Rockland, NY",Rockland,New York,12/20/2025,10.53
2025-2026,866,"Mercer, WV - McDowell, WV","McDowell, Mercer",West Virginia,3/7/2026,6.51
2025-2026,867,"Cabell (Huntington), WV - Wayne, WV","Cabell, Lincoln, Wayne",West Virginia,1/24/2026,4.81
2025-2026,869,"Montgomery, MD - Prince Georges, MD","Charles, Montgomery, Prince Georges, St. Marys",Maryland,12/27/2025,11.28
2025-2026,87,"Morris (Parsippany-Troy Hills Township), NJ - Sussex, NJ","Morris, Sussex",New Jersey,12/27/2025,10.64
2025-2026,875,"Harford, MD - Cecil, MD","Cecil, Harford",Maryland,12/27/2025,10.62
2025-2026,877,"Windham, VT",Windham,Vermont,1/10/2026,4.06
2025-2026,878,"Claiborne, TN",Claiborne,Tennessee,1/3/2026,7.45
2025-2026,88,"Saratoga, NY - Schenectady (Schenectady), NY","Hamilton, Saratoga, Schenectady, Warren, Washington",New York,12/27/2025,10.75
2025-2026,881,"Columbia, NY - Greene, NY","Columbia, Greene",New York,12/27/2025,9.38
2025-2026,882,"Henry, TN - Carroll, TN","Benton, Carroll, Henry",Tennessee,12/27/2025,9.15
2025-2026,883,"Pittsylvania (Danville), VA - Danville City, VA","Danville City, Pittsylvania",Virginia,1/3/2026,11
2025-2026,885,"Hamilton (Chattanooga), TN - Marion, TN","Hamilton, Marion, Sequatchie",Tennessee,12/27/2025,13.66
2025-2026,886,"Beaufort, SC - Jasper, SC","Beaufort, Jasper",South Carolina,12/27/2025,7.16
2025-2026,887,"Shelby (Memphis), TN - Tipton, TN","Fayette, Shelby, Tipton",Tennessee,12/27/2025,8.69
2025-2026,888,"Washington, VA - Smyth, VA","Bristol City, Russell, Scott, Smyth, Washington",Virginia,1/24/2026,7.71
2025-2026,889,"Aiken, SC - Edgefield, SC","Aiken, Barnwell, Edgefield",South Carolina,1/3/2026,8.85
2025-2026,89,"Hardin, KY - Meade, KY","Breckinridge, Grayson, Hardin, Larue, Meade",Kentucky,12/27/2025,9.46
2025-2026,890,"Glynn, GA - Camden, GA","Brantley, Camden, Charlton, Glynn, McIntosh",Georgia,2/14/2026,7.92
2025-2026,893,"Muscogee (Columbus), GA - Harris, GA","Chattahoochee, Harris, Marion, Muscogee, Schley, Stewart, Talbot, Webster",Georgia,12/27/2025,9.88
2025-2026,894,"Coweta, GA - Troup (La Grange), GA","Coweta, Heard, Meriwether, Troup",Georgia,12/27/2025,13.92
2025-2026,895,"Bradley, TN - Polk, TN","Bradley, Polk",Tennessee,12/27/2025,10.81
2025-2026,896,"Carroll, GA - Haralson, GA","Carroll, Haralson",Georgia,12/27/2025,9.6
2025-2026,897,"Weakley, TN - Obion, TN","Obion, Weakley",Tennessee,12/27/2025,11.71
2025-2026,899,"Johnson, TN",Johnson,Tennessee,1/24/2026,12.9
2025-2026,9,"Cumberland (Portland), ME - Knox, ME","Cumberland, Knox, Lincoln, Sagadahoc",Maine,1/3/2026,6.36
2025-2026,900,"Lincoln, TN",Lincoln,Tennessee,12/27/2025,12.82
2025-2026,902,"Vanderburgh (Evansville), IN - Warrick, IN","Gibson, Posey, Spencer, Vanderburgh, Warrick",Indiana,12/27/2025,7.69
2025-2026,904,"Mason, WV",Mason,West Virginia,2/14/2026,0.57
2025-2026,905,"Oneida, WI - Vilas, WI","Forest, Iron, Oneida, Vilas",Wisconsin,1/17/2026,5.31
2025-2026,906,"Polk, WI",Polk,Wisconsin,1/3/2026,8.94
2025-2026,907,"Douglas, WI",Douglas,Wisconsin,1/3/2026,12.31
2025-2026,908,"La Crosse (La Crosse), WI - Monroe, WI","La Crosse, Monroe, Trempealeau, Vernon",Wisconsin,1/3/2026,9.13
2025-2026,909,"Dubuque (Dubuque), IA - Jackson, IA","Dubuque, Jackson",Iowa,12/27/2025,13.11
2025-2026,910,"Knox, IN - Daviess, IN","Daviess, Knox, Martin, Pike",Indiana,1/3/2026,8.81
2025-2026,911,"Vigo (Terre Haute), IN - Clay, IN","Clay, Parke, Sullivan, Vermillion, Vigo",Indiana,1/10/2026,3.73
2025-2026,912,"Marinette, WI - Florence, WI","Florence, Marinette",Wisconsin,2/21/2026,7.4
2025-2026,913,"Daviess (Owensboro), KY - Ohio, KY","Daviess, Hancock, McLean, Ohio",Kentucky,1/3/2026,7.45
2025-2026,914,"Carroll, KY - Trimble, KY","Carroll, Trimble",Kentucky,12/27/2025,14.67
2025-2026,915,"Fountain, IN - Warren, IN","Fountain, Warren",Indiana,2/14/2026,3.5
2025-2026,917,"Des Moines, IA - Henry, IA","Des Moines, Henry",Iowa,1/31/2026,10.72
2025-2026,919,"Crawford, WI",Crawford,Wisconsin,1/10/2026,9.38
2025-2026,92,"Harrison, WV - Upshur, WV","Braxton, Doddridge, Gilmer, Harrison, Lewis, Upshur",West Virginia,2/21/2026,4.73
2025-2026,921,"Clinton, IA",Clinton,Iowa,1/3/2026,8.43
2025-2026,923,"St. Croix, WI - Pierce, WI","Pierce, St. Croix",Wisconsin,12/27/2025,11.35
2025-2026,924,"Hancock (Weirton), WV - Brooke, WV","Brooke, Hancock",West Virginia,1/3/2026,8.12
2025-2026,925,"Bowie (Texarkana), TX",Bowie,Texas,1/31/2026,6.68
2025-2026,926,"Lauderdale, MS - Neshoba, MS","Clarke, Kemper, Lauderdale, Neshoba, Newton",Mississippi,2/14/2026,10.91
2025-2026,928,"Warren, MS - Claiborne, MS","Claiborne, Warren",Mississippi,12/27/2025,9.55
2025-2026,929,"Adams, MS - Jefferson, MS","Adams, Franklin, Jefferson",Mississippi,1/31/2026,14.45
2025-2026,93,"Hunterdon, NJ - Warren (Phillipsburg), NJ","Hunterdon, Warren",New Jersey,12/27/2025,9.34
2025-2026,930,"Grayson (Sherman), TX - Fannin, TX","Fannin, Grayson",Texas,12/20/2025,12.69
2025-2026,931,"Lamar, TX - Red River, TX","Delta, Lamar, Red River",Texas,2/7/2026,6.02
2025-2026,932,"Delaware, OK",Delaware,Oklahoma,2/14/2026,7.89
2025-2026,934,"Lowndes, MS - Clay, MS","Clay, Lowndes, Noxubee",Mississippi,11/15/2025,8.5
2025-2026,936,"Pearl River, MS",Pearl River,Mississippi,2/14/2026,13.14
2025-2026,937,"Gaines, TX - Andrews, TX","Andrews, Gaines",Texas,1/3/2026,9.25
2025-2026,941,"Olmsted (Rochester), MN - Winona, MN","Dodge, Fillmore, Mower, Olmsted, Steele, Wabasha, Winona",Minnesota,1/3/2026,9.91
2025-2026,943,"Grant, KS - Stanton, KS","Grant, Stanton",Kansas,1/31/2026,5.36
2025-2026,95,"Androscoggin (Lewiston), ME - Oxford, ME","Androscoggin, Franklin, Oxford",Maine,12/27/2025,8.69
2025-2026,958,"Martin, MN",Martin,Minnesota,1/17/2026,22.8
2025-2026,96,"Harlan, KY - Bell, KY","Bell, Harlan",Kentucky,1/24/2026,9.08
2025-2026,962,"Washoe (Reno), NV - Carson City, NV","Carson City, Churchill, Douglas, Humboldt, Lyon, Mineral, Pershing, Storey, Washoe",Nevada,12/27/2025,11.84
2025-2026,964,"Washington, UT - Kane, UT","Garfield, Kane, Piute, Washington",Utah,1/3/2026,4.11
2025-2026,966,"Cache, UT",Cache,Utah,12/27/2025,8.11
2025-2026,968,"Malheur, OR",Malheur,Oregon,1/10/2026,8.91
2025-2026,969,"Coos, OR - Curry, OR","Coos, Curry",Oregon,2/7/2026,10.7
2025-2026,97,"Augusta, VA - Staunton City, VA","Augusta, Buena Vista City, Highland, Lexington City, Rockbridge, Staunton City, Waynesboro City",Virginia,1/3/2026,6.7
2025-2026,970,"San Juan, UT",San Juan,Utah,1/10/2026,6.52
2025-2026,971,"Laramie (Cheyenne), WY",Laramie,Wyoming,1/3/2026,8.27
2025-2026,973,"Jackson (Medford), OR - Josephine, OR","Jackson, Josephine",Oregon,2/7/2026,8.42
2025-2026,975,"Albany, WY - Carbon, WY","Albany, Carbon",Wyoming,12/6/2025,3.62
2025-2026,98,"York, ME",York,Maine,1/3/2026,8.51
2025-2026,985,"La Plata, CO - Montezuma, CO","Archuleta, Dolores, La Plata, Montezuma, San Juan",Colorado,12/27/2025,5.82
2025-2026,986,"San Juan, NM",San Juan,New Mexico,2/21/2026,5.09
2025-2026,99,"Albemarle, VA - Charlottesville City, VA","Albemarle, Buckingham, Charlottesville City, Culpeper, Fluvanna, Greene, Louisa, Madison, Nelson, Orange, Rappahannock",Virginia,1/3/2026,8.31
2025-2026,All,All,All,Alabama,1/3/2026,7.13
2025-2026,All,All,All,Alaska,1/3/2026,9.18
2025-2026,All,All,All,Arizona,2/21/2026,3.59
2025-2026,All,All,All,Arkansas,1/3/2026,4.97
