season,hsa_nci_id,hsa,hsa_counties,geography,peak_date,peak_size
2025-2026,578,"Cedar, NE - Knox, NE","Cedar, Knox",Nebraska,2/21/2026,5.88
2025-2026,58,"Otsego, NY - Chenango, NY","Chenango, Delaware, Otsego, Schoharie",New York,2/21/2026,0.96
2025-2026,580,"Scotts Bluff, NE - Box Butte, NE","Banner, Box Butte, Garden, Grant, Morrill, Scotts Bluff",Nebraska,3/7/2026,6
2025-2026,583,"Barton, KS - Pawnee, KS","Barton, Edwards, Pawnee, Rush",Kansas,3/28/2026,1.97
2025-2026,584,"Polk, MN",Polk,Minnesota,3/7/2026,2.06
2025-2026,585,"Webster, IA - Humboldt, IA","Humboldt, Pocahontas, Webster",Iowa,4/11/2026,1.38
2025-2026,587,"Seward, KS - Morton, KS","Morton, Seward",Kansas,1/3/2026,3.18
2025-2026,588,"Stearns (St. Cloud), MN - Benton, MN","Benton, Meeker, Morrison, Stearns, Todd",Minnesota,3/14/2026,1.49
2025-2026,589,"Wapello, IA - Mahaska, IA","Jefferson, Keokuk, Mahaska, Monroe, Van Buren, Wapello",Iowa,3/21/2026,1.74
2025-2026,59,"Oneida (Utica), NY - Madison, NY","Herkimer, Madison, Oneida",New York,3/28/2026,0.91
2025-2026,590,"Big Stone, MN - Traverse, MN","Big Stone, Traverse",Minnesota,4/4/2026,3.95
2025-2026,592,"Kandiyohi, MN - Chippewa, MN","Chippewa, Kandiyohi, Lac qui Parle, Swift, Yellow Medicine",Minnesota,1/3/2026,1.99
2025-2026,593,"Lincoln, NE - Keith, NE","Arthur, Hooker, Keith, Lincoln, McPherson, Perkins",Nebraska,1/31/2026,1.31
2025-2026,594,"Custer, NE - Valley, NE","Blaine, Custer, Garfield, Logan, Loup, Thomas, Valley, Wheeler",Nebraska,3/14/2026,7.69
2025-2026,595,"Boyd, NE",Boyd,Nebraska,8/2/2025,0
2025-2026,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA","Audubon, Cass, Harrison, Mills, Pottawattamie, Shelby",Iowa,2/28/2026,1.35
2025-2026,598,"Reno, KS - Rice, KS","Reno, Rice, Stafford",Kansas,3/14/2026,2.01
2025-2026,60,"Raleigh, WV - Fayette, WV","Fayette, Raleigh, Summers, Wyoming",West Virginia,3/14/2026,1.5
2025-2026,601,"Labette, KS - Neosho, KS","Allen, Labette, Neosho, Woodson",Kansas,3/7/2026,1.56
2025-2026,602,"Brown, MN - Renville, MN","Brown, Redwood, Renville",Minnesota,3/21/2026,1.99
2025-2026,603,"Isanti (Cambridge), MN - Mille Lacs, MN","Isanti, Kanabec, Mille Lacs",Minnesota,3/21/2026,1.51
2025-2026,604,"Pennington, MN - Marshall, MN","Kittson, Marshall, Pennington, Red Lake",Minnesota,4/25/2026,1.89
2025-2026,606,"Story, IA - Boone, IA","Boone, Hamilton, Hardin, Story, Wright",Iowa,3/14/2026,1.64
2025-2026,608,"Douglas, MN - Pope, MN","Douglas, Pope, Stevens",Minnesota,3/14/2026,2.1
2025-2026,609,"Lyon, MN - Lincoln, MN","Lincoln, Lyon",Minnesota,4/18/2026,3.81
2025-2026,61,"District of Columbia, DC",District of Columbia,District of Columbia,1/3/2026,0.67
2025-2026,611,"York, NE - Polk, NE","Polk, York",Nebraska,4/18/2026,2.67
2025-2026,612,"Crow Wing, MN - Cass, MN","Aitkin, Cass, Crow Wing, Hubbard, Wadena",Minnesota,3/14/2026,1.42
2025-2026,613,"Decatur, KS - Sheridan, KS","Decatur, Sheridan",Kansas,3/7/2026,8
2025-2026,616,"Phelps, NE - Furnas, NE","Furnas, Harlan, Phelps",Nebraska,3/28/2026,1.83
2025-2026,617,"Guthrie, IA - Greene, IA","Greene, Guthrie",Iowa,1/24/2026,4.55
2025-2026,618,"Pratt, KS - Kiowa, KS","Comanche, Kiowa, Pratt",Kansas,2/14/2026,3.03
2025-2026,62,"Madison, KY - Rockcastle, KY","Estill, Jackson, Madison, Rockcastle",Kentucky,2/7/2026,0.77
2025-2026,621,"Wyandotte (Kansas City), KS - Leavenworth, KS","Leavenworth, Wyandotte",Kansas,2/21/2026,0.53
2025-2026,622,"Mitchell, KS - Osborne, KS","Jewell, Mitchell, Osborne",Kansas,4/11/2026,3.45
2025-2026,624,"Johnson (Overland Park), KS - Douglas, KS","Anderson, Douglas, Franklin, Johnson, Miami",Kansas,2/21/2026,1.18
2025-2026,625,"Clay, IA - Dickinson, IA","Clay, Dickinson, Palo Alto",Iowa,3/28/2026,2.8
2025-2026,626,"Emmet, IA",Emmet,Iowa,4/11/2026,4.84
2025-2026,628,"Richardson, NE - Pawnee, NE","Pawnee, Richardson",Nebraska,4/11/2026,1.56
2025-2026,63,"Rockingham, VA - Harrisonburg City, VA","Harrisonburg City, Page, Rockingham",Virginia,12/27/2025,1.56
2025-2026,630,"Crawford, KS - Bourbon, KS","Bourbon, Crawford, Linn",Kansas,3/21/2026,3.03
2025-2026,631,"Roseau, MN - Lake of the Woods, MN","Lake of the Woods, Roseau",Minnesota,1/3/2026,1.58
2025-2026,633,"Carroll, IA - Sac, IA","Calhoun, Carroll, Sac",Iowa,3/21/2026,2.45
2025-2026,634,"Floyd, IA - Chickasaw, IA","Chickasaw, Floyd",Iowa,2/21/2026,1.08
2025-2026,635,"Marshall, KS - Washington, KS","Marshall, Washington",Kansas,3/14/2026,3.45
2025-2026,636,"Cheyenne, KS - Rawlins, KS","Cheyenne, Rawlins",Kansas,4/4/2026,4
2025-2026,637,"Phillips, KS - Norton, KS","Norton, Phillips, Smith",Kansas,3/7/2026,2.13
2025-2026,64,"Atlantic (Atlantic City), NJ - Cape May, NJ","Atlantic, Cape May",New Jersey,2/28/2026,1.11
2025-2026,641,"Scott (Davenport), IA - Muscatine, IA","Muscatine, Scott",Iowa,3/7/2026,2.02
2025-2026,642,"Cloud, KS - Republic, KS","Cloud, Republic",Kansas,3/7/2026,1.75
2025-2026,643,"Wichita, KS - Greeley, KS","Greeley, Wichita",Kansas,2/7/2026,10
2025-2026,644,"Page, IA - Fremont, IA","Fremont, Page, Taylor",Iowa,3/14/2026,3.08
2025-2026,645,"Lucas, IA - Wayne, IA","Lucas, Wayne",Iowa,3/21/2026,3.1
2025-2026,646,"Freeborn, MN - Faribault, MN","Faribault, Freeborn",Minnesota,12/27/2025,1.42
2025-2026,647,"Montgomery, IA - Adams, IA","Adams, Montgomery",Iowa,3/28/2026,2.7
2025-2026,649,"Appanoose, IA - Davis, IA","Appanoose, Davis",Iowa,3/14/2026,2.65
2025-2026,65,"Steuben, NY - Chemung (Elmira), NY","Chemung, Schuyler, Steuben",New York,2/28/2026,1.84
2025-2026,650,"Geary, KS - Dickinson, KS","Dickinson, Geary, Morris",Kansas,3/14/2026,1.13
2025-2026,651,"Platte, NE - Boone, NE","Boone, Nance, Platte",Nebraska,4/18/2026,1.7
2025-2026,652,"OBrien, IA - Osceola, IA","OBrien, Osceola",Iowa,4/4/2026,8.33
2025-2026,654,"Chase, NE - Dundy, NE","Chase, Dundy, Hayes",Nebraska,3/28/2026,3.92
2025-2026,659,"Thomas, KS - Sherman, KS","Sherman, Thomas, Wallace",Kansas,3/21/2026,7.29
2025-2026,66,"Essex (Newark), NJ - Middlesex, NJ","Essex, Middlesex, Somerset, Union",New Jersey,12/27/2025,0.84
2025-2026,660,"Otoe, NE - Johnson, NE","Johnson, Otoe",Nebraska,3/14/2026,2.42
2025-2026,661,"Kingman, KS - Harper, KS","Harper, Kingman",Kansas,3/14/2026,3.26
2025-2026,662,"Clay, KS",Clay,Kansas,3/21/2026,1.47
2025-2026,664,"Stevens, KS",Stevens,Kansas,1/3/2026,5.41
2025-2026,665,"Mitchell, IA",Mitchell,Iowa,12/27/2025,2.6
2025-2026,667,"Russell, KS",Russell,Kansas,2/28/2026,6.38
2025-2026,669,"Barber, KS",Barber,Kansas,8/2/2025,0
2025-2026,67,"Rowan, KY - Morgan, KY","Elliott, Menifee, Morgan, Rowan",Kentucky,3/14/2026,1.86
2025-2026,671,"Atchison, KS",Atchison,Kansas,3/7/2026,1.68
2025-2026,672,"Sioux, IA",Sioux,Iowa,3/14/2026,3.86
2025-2026,674,"McPherson, KS",McPherson,Kansas,8/2/2025,0
2025-2026,675,"Wilson, KS",Wilson,Kansas,2/28/2026,3.66
2025-2026,679,"Marshall, IA - Tama, IA","Marshall, Tama",Iowa,3/7/2026,3.13
2025-2026,68,"Bristol (New Bedford), MA",Bristol,Massachusetts,2/21/2026,0.82
2025-2026,681,"Crawford, IA",Crawford,Iowa,2/21/2026,4.2
2025-2026,682,"Ness, KS",Ness,Kansas,3/21/2026,9.09
2025-2026,686,"Poweshiek, IA",Poweshiek,Iowa,2/28/2026,4.27
2025-2026,687,"Nemaha, NE",Nemaha,Nebraska,1/17/2026,5.56
2025-2026,688,"Denver (Denver), CO - Jefferson, CO","Adams, Arapahoe, Clear Creek, Denver, Douglas, Elbert, Gilpin, Grand, Jefferson, Park, Summit",Colorado,2/28/2026,1.09
2025-2026,689,"Multnomah (Portland), OR - Washington, OR","Clackamas, Clatsop, Columbia, Multnomah, Washington",Oregon,2/7/2026,0.68
2025-2026,69,"Fairfax, VA - Arlington, VA","Alexandria City, Arlington, Fairfax, Fairfax City, Falls Church City, Loudoun",Virginia,1/3/2026,0.87
2025-2026,691,"Yellowstone (Billings), MT - Big Horn, MT","Big Horn, Carbon, Golden Valley, Musselshell, Rosebud, Stillwater, Treasure, Yellowstone",Montana,3/14/2026,1.07
2025-2026,692,"Cascade (Great Falls), MT - Glacier, MT","Cascade, Chouteau, Glacier, Judith Basin, Pondera, Teton, Toole",Montana,4/18/2026,1.12
2025-2026,693,"Bernalillo (Albuquerque), NM - Sandoval, NM","Bernalillo, Cibola, Sandoval, Socorro, Torrance, Valencia",New Mexico,2/21/2026,0.93
2025-2026,694,"Nez Perce, ID - Idaho, ID","Clearwater, Idaho, Lewis, Nez Perce",Idaho,3/7/2026,1.17
2025-2026,695,"Twin Falls, ID - Jerome, ID","Gooding, Jerome, Lincoln, Twin Falls",Idaho,3/7/2026,2.29
2025-2026,696,"Bannock, ID - Bingham, ID","Bannock, Bingham, Caribou, Oneida, Power",Idaho,2/21/2026,1.96
2025-2026,7,"Kanawha (Charleston), WV - Putnam, WV","Boone, Clay, Kanawha, Nicholas, Putnam, Webster",West Virginia,3/21/2026,1.93
2025-2026,70,"Montgomery, VA - Pulaski, VA","Giles, Montgomery, Pulaski, Radford City, Wythe",Virginia,1/17/2026,1.25
2025-2026,703,"Utah (Provo), UT - Sanpete, UT","Juab, Millard, Sanpete, Sevier, Utah, Wayne",Utah,2/14/2026,0.91
2025-2026,704,"Pueblo (Pueblo), CO - Las Animas, CO","Huerfano, Las Animas, Pueblo",Colorado,2/28/2026,1.26
2025-2026,705,"Marion (Salem), OR - Yamhill, OR","Marion, Polk, Yamhill",Oregon,3/7/2026,0.86
2025-2026,707,"Clark (Las Vegas), NV - Nye, NV","Clark, Esmeralda, Lincoln, Nye",Nevada,2/14/2026,0.48
2025-2026,708,"Salt Lake (Salt Lake City), UT - Tooele, UT","Duchesne, Salt Lake, Summit, Tooele, Uintah, Wasatch",Utah,3/7/2026,1.21
2025-2026,71,"Halifax with South Boston City, VA - Mecklenburg, VA","Halifax with South Boston City, Lunenburg, Mecklenburg",Virginia,1/3/2026,1.3
2025-2026,711,"Mesa, CO - Garfield, CO","Eagle, Garfield, Mesa, Pitkin, Rio Blanco",Colorado,2/21/2026,1.7
2025-2026,712,"Hill, MT - Blaine, MT","Blaine, Hill, Liberty, Phillips",Montana,4/18/2026,3.2
2025-2026,713,"Missoula, MT - Ravalli, MT","Granite, Lake, Mineral, Missoula, Ravalli, Sanders",Montana,3/7/2026,1.25
2025-2026,714,"Custer, MT - Fallon, MT","Carter, Custer, Fallon, Garfield, Powder River, Prairie",Montana,1/31/2026,1.41
2025-2026,715,"Franklin, ID - Bear Lake, ID","Bear Lake, Franklin",Idaho,2/28/2026,1.85
2025-2026,716,"Ada (Boise City), ID - Canyon, ID","Ada, Boise, Canyon, Elmore, Gem, Owyhee, Valley",Idaho,3/28/2026,0.64
2025-2026,717,"Umatilla, OR - Morrow, OR","Morrow, Umatilla",Oregon,2/21/2026,1.28
2025-2026,719,"Deschutes, OR - Crook, OR","Crook, Deschutes, Harney, Jefferson, Wheeler",Oregon,3/14/2026,1.58
2025-2026,72,"Washington (Hagerstown), MD",Washington,Maryland,12/20/2025,0.68
2025-2026,720,"Elko, NV - Lander, NV","Elko, Eureka, Lander",Nevada,3/14/2026,4.33
2025-2026,721,"Lewis and Clark, MT - Jefferson, MT","Broadwater, Jefferson, Lewis and Clark",Montana,4/18/2026,0.91
2025-2026,722,"Bonneville, ID - Madison, ID","Bonneville, Butte, Clark, Custer, Fremont, Jefferson, Madison, Teton",Idaho,2/21/2026,1.51
2025-2026,724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM","Los Alamos, Rio Arriba, Santa Fe, Taos",New Mexico,2/21/2026,1.5
2025-2026,725,"Curry, NM - Roosevelt, NM","Curry, De Baca, Quay, Roosevelt",New Mexico,2/7/2026,2.26
2025-2026,726,"Natrona (Casper), WY - Converse, WY","Converse, Natrona",Wyoming,3/21/2026,1.54
2025-2026,727,"Linn, OR - Benton, OR","Benton, Linn",Oregon,3/7/2026,1.02
2025-2026,728,"Flathead, MT - Lincoln, MT","Flathead, Lincoln",Montana,2/28/2026,1.33
2025-2026,729,"Payette, ID - Washington, ID","Adams, Payette, Washington",Idaho,2/7/2026,1.46
2025-2026,73,"Alleghany, NC",Alleghany,North Carolina,1/31/2026,3.54
2025-2026,730,"Cassia, ID - Minidoka, ID","Cassia, Minidoka",Idaho,2/21/2026,3.06
2025-2026,732,"Dona Ana (Las Cruces), NM - Luna, NM","Dona Ana, Luna, Sierra",New Mexico,2/28/2026,1.26
2025-2026,733,"Sheridan, MT - Daniels, MT","Daniels, Sheridan",Montana,3/21/2026,9.68
2025-2026,734,"Kootenai, ID - Bonner, ID","Benewah, Bonner, Boundary, Kootenai, Shoshone",Idaho,4/4/2026,0.87
2025-2026,74,"Essex (Lynn), MA",Essex,Massachusetts,2/21/2026,0.8
2025-2026,741,"Cheyenne, NE - Kimball, NE","Cheyenne, Deuel, Kimball",Nebraska,4/11/2026,4.62
2025-2026,742,"Silver Bow, MT - Deer Lodge, MT","Beaverhead, Deer Lodge, Silver Bow",Montana,4/4/2026,1.5
2025-2026,743,"Klamath, OR - Lake, OR","Klamath, Lake",Oregon,4/11/2026,0.7
2025-2026,744,"Davis, UT - Weber (Ogden), UT","Box Elder, Davis, Morgan, Rich, Weber",Utah,2/21/2026,1.2
2025-2026,748,"Wasco, OR - Hood River, OR","Gilliam, Hood River, Sherman, Wasco",Oregon,1/17/2026,0.41
2025-2026,749,"Park, WY - Big Horn, WY","Big Horn, Park",Wyoming,4/25/2026,0.94
2025-2026,75,"New Castle (Wilmington), DE",New Castle,Delaware,1/3/2026,1.46
2025-2026,754,"El Paso (Colorado Springs), CO - Teller, CO","Cheyenne, El Paso, Kit Carson, Lincoln, Teller",Colorado,2/21/2026,1.19
2025-2026,755,"Iron, UT - Beaver, UT","Beaver, Iron",Utah,3/21/2026,1.65
2025-2026,756,"Park, MT - Sweet Grass, MT","Park, Sweet Grass",Montana,4/11/2026,2.82
2025-2026,759,"Union, OR - Baker, OR","Baker, Union, Wallowa",Oregon,3/14/2026,1.52
2025-2026,76,"Fulton, NY - Montgomery (Amsterdam), NY","Fulton, Montgomery",New York,2/28/2026,2.92
2025-2026,760,"Weld, CO - Morgan, CO","Morgan, Washington, Weld, Yuma",Colorado,3/7/2026,1.45
2025-2026,767,"Richland, MT - Dawson, MT","Dawson, McCone, Richland, Wibaux",Montana,2/14/2026,1.35
2025-2026,769,"Otero, NM - Lincoln, NM","Lincoln, Otero",New Mexico,3/14/2026,2.02
2025-2026,77,"Petersburg City, VA - Prince George, VA","Dinwiddie, Hopewell City, Petersburg City, Prince George, Surry, Sussex",Virginia,12/13/2025,0.55
2025-2026,770,"Sheridan, WY - Johnson, WY","Johnson, Sheridan",Wyoming,3/7/2026,0.96
2025-2026,772,"Chaves, NM - Eddy, NM","Chaves, Eddy",New Mexico,3/28/2026,1.39
2025-2026,773,"Gallatin and Yellowstone National Park, MT - Madison, MT","Gallatin and Yellowstone National Park, Madison",Montana,4/11/2026,1.25
2025-2026,775,"Teton, WY - Lincoln, WY","Lincoln, Sublette, Teton",Wyoming,3/28/2026,1.83
2025-2026,777,"Fremont, WY - Washakie, WY","Fremont, Hot Springs, Washakie",Wyoming,3/14/2026,1.06
2025-2026,778,"Wheatland, MT - Meagher, MT","Meagher, Wheatland",Montana,4/25/2026,5.26
2025-2026,779,"Roosevelt, MT - Valley, MT","Roosevelt, Valley",Montana,2/14/2026,1.24
2025-2026,782,"Lane (Eugene), OR - Douglas, OR","Douglas, Lane",Oregon,3/28/2026,0.99
2025-2026,783,"Lincoln, OR - Tillamook, OR","Lincoln, Tillamook",Oregon,12/27/2025,0.74
2025-2026,784,"Latah, ID",Latah,Idaho,2/14/2026,1.81
2025-2026,792,"Uinta, WY",Uinta,Wyoming,2/14/2026,3.36
2025-2026,793,"Grant, NM - Hidalgo, NM","Catron, Grant, Hidalgo",New Mexico,3/14/2026,1.77
2025-2026,795,"Boulder, CO - Broomfield, CO","Boulder, Broomfield",Colorado,3/7/2026,2.82
2025-2026,796,"Larimer, CO",Larimer,Colorado,2/21/2026,1.56
2025-2026,797,"Platte, WY",Platte,Wyoming,2/14/2026,2.13
2025-2026,80,"St. Lawrence, NY - Jefferson, NY","Jefferson, Lewis, St. Lawrence",New York,10/25/2025,0.87
2025-2026,801,"San Miguel, NM - Mora, NM","Guadalupe, Harding, Mora, San Miguel",New Mexico,2/21/2026,2.33
2025-2026,804,"Weston, WY",Weston,Wyoming,8/2/2025,0
2025-2026,805,"White Pine, NV",White Pine,Nevada,2/28/2026,2.97
2025-2026,806,"Grant, OR",Grant,Oregon,3/7/2026,3.28
2025-2026,808,"Blaine, ID - Camas, ID","Blaine, Camas",Idaho,2/21/2026,1.7
2025-2026,809,"Carbon, UT - Emery, UT","Carbon, Emery",Utah,2/14/2026,1.69
2025-2026,81,"Clinton, NY - Franklin, NY","Clinton, Essex, Franklin",New York,2/28/2026,0.9
2025-2026,813,"Lemhi, ID",Lemhi,Idaho,2/28/2026,3.45
2025-2026,814,"Union, NM",Union,New Mexico,4/11/2026,3.7
2025-2026,82,"Taylor, KY - Adair, KY","Adair, Green, Russell, Taylor",Kentucky,12/27/2025,1.61
2025-2026,821,"Honolulu (Honolulu), HI - Maui, HI","Honolulu, Kalawao, Maui",Hawaii,1/10/2026,0.79
2025-2026,822,"Kauai, HI",Kauai,Hawaii,2/14/2026,1.33
2025-2026,823,"Hawaii, HI",Hawaii,Hawaii,4/11/2026,1.12
2025-2026,825,"Henry, GA - Forsyth, GA","Fayette, Forsyth, Henry, Rockdale, Walton",Georgia,1/3/2026,0.63
2025-2026,826,"Cherokee, GA - Douglas, GA","Cherokee, Douglas, Paulding, Pickens",Georgia,12/27/2025,1.48
2025-2026,827,"Newton (Covington), GA",Newton,Georgia,11/29/2025,0.95
2025-2026,828,"Baldwin, GA",Baldwin,Georgia,1/17/2026,1.01
2025-2026,829,"Clarke (Athens), GA - Barrow, GA","Barrow, Clarke, Jackson, Madison, Oconee, Oglethorpe",Georgia,2/14/2026,0.84
2025-2026,83,"Suffolk, NY - Nassau, NY","Nassau, Suffolk",New York,1/31/2026,0.51
2025-2026,830,"Richmond (South Augusta), GA - Columbia, GA","Burke, Columbia, Jenkins, Lincoln, McDuffie, Richmond",Georgia,1/10/2026,0.59
2025-2026,831,"Washtenaw, MI - Livingston, MI","Livingston, Washtenaw",Michigan,2/28/2026,0.74
2025-2026,85,"New Haven (New Haven), CT - Litchfield, CT","Litchfield, Middlesex, New Haven",Connecticut,2/14/2026,0.58
2025-2026,851,"Mineral, WV - Hardy, WV","Grant, Hardy, Mineral",West Virginia,3/28/2026,2.16
2025-2026,852,"Wicomico, MD - Worcester, MD","Somerset, Wicomico, Worcester",Maryland,1/3/2026,0.71
2025-2026,853,"Virginia Beach City, VA - Norfolk City, VA","Chesapeake City, Franklin City, Isle of Wight, Norfolk City, Portsmouth City, Southampton, Suffolk City, Virginia Beach City",Virginia,12/13/2025,0.41
2025-2026,854,"Bennington, VT",Bennington,Vermont,3/21/2026,2.93
2025-2026,855,"McCracken, KY - Graves, KY","Ballard, Carlisle, Crittenden, Graves, Hickman, Livingston, Lyon, Marshall, McCracken",Kentucky,1/31/2026,0.91
2025-2026,856,"Logan, WV - Mingo, WV","Logan, Mingo",West Virginia,2/28/2026,3.16
2025-2026,857,"Washington, VT - Windsor, VT","Orange, Washington, Windsor",Vermont,3/7/2026,1.51
2025-2026,86,"Orange (Newburgh), NY - Sullivan, NY","Orange, Sullivan",New York,1/3/2026,1
2025-2026,860,"Ohio (Wheeling), WV - Marshall, WV","Marshall, Ohio, Tyler, Wetzel",West Virginia,3/14/2026,1.71
2025-2026,861,"Berkeley, WV - Jefferson, WV","Berkeley, Hampshire, Jefferson, Morgan",West Virginia,1/3/2026,2.02
2025-2026,862,"Greenbrier, WV - Monroe, WV","Greenbrier, Monroe",West Virginia,3/7/2026,2.99
2025-2026,863,"Wood (Parkersburg), WV - Jackson, WV","Calhoun, Jackson, Pleasants, Ritchie, Roane, Wirt, Wood",West Virginia,3/14/2026,1.56
2025-2026,865,"Rockland, NY",Rockland,New York,12/13/2025,1.05
2025-2026,866,"Mercer, WV - McDowell, WV","McDowell, Mercer",West Virginia,3/28/2026,3.02
2025-2026,867,"Cabell (Huntington), WV - Wayne, WV","Cabell, Lincoln, Wayne",West Virginia,3/7/2026,1.83
2025-2026,869,"Montgomery, MD - Prince Georges, MD","Charles, Montgomery, Prince Georges, St. Marys",Maryland,12/27/2025,0.73
2025-2026,87,"Morris (Parsippany-Troy Hills Township), NJ - Sussex, NJ","Morris, Sussex",New Jersey,2/21/2026,0.95
2025-2026,875,"Harford, MD - Cecil, MD","Cecil, Harford",Maryland,2/21/2026,1.26
2025-2026,877,"Windham, VT",Windham,Vermont,4/25/2026,1.98
2025-2026,878,"Claiborne, TN",Claiborne,Tennessee,2/7/2026,0.85
2025-2026,88,"Saratoga, NY - Schenectady (Schenectady), NY","Hamilton, Saratoga, Schenectady, Warren, Washington",New York,3/21/2026,0.81
2025-2026,881,"Columbia, NY - Greene, NY","Columbia, Greene",New York,2/28/2026,1.16
2025-2026,882,"Henry, TN - Carroll, TN","Benton, Carroll, Henry",Tennessee,12/20/2025,1.57
2025-2026,883,"Pittsylvania (Danville), VA - Danville City, VA","Danville City, Pittsylvania",Virginia,12/13/2025,1.48
2025-2026,885,"Hamilton (Chattanooga), TN - Marion, TN","Hamilton, Marion, Sequatchie",Tennessee,2/14/2026,1.12
2025-2026,886,"Beaufort, SC - Jasper, SC","Beaufort, Jasper",South Carolina,1/3/2026,1.01
2025-2026,887,"Shelby (Memphis), TN - Tipton, TN","Fayette, Shelby, Tipton",Tennessee,1/24/2026,1.17
2025-2026,888,"Washington, VA - Smyth, VA","Bristol City, Russell, Scott, Smyth, Washington",Virginia,3/7/2026,0.89
2025-2026,889,"Aiken, SC - Edgefield, SC","Aiken, Barnwell, Edgefield",South Carolina,1/3/2026,0.8
2025-2026,89,"Hardin, KY - Meade, KY","Breckinridge, Grayson, Hardin, Larue, Meade",Kentucky,3/28/2026,0.85
2025-2026,890,"Glynn, GA - Camden, GA","Brantley, Camden, Charlton, Glynn, McIntosh",Georgia,3/7/2026,0.38
2025-2026,893,"Muscogee (Columbus), GA - Harris, GA","Chattahoochee, Harris, Marion, Muscogee, Schley, Stewart, Talbot, Webster",Georgia,1/3/2026,0.65
2025-2026,894,"Coweta, GA - Troup (La Grange), GA","Coweta, Heard, Meriwether, Troup",Georgia,11/29/2025,1.13
2025-2026,895,"Bradley, TN - Polk, TN","Bradley, Polk",Tennessee,1/24/2026,1.36
2025-2026,896,"Carroll, GA - Haralson, GA","Carroll, Haralson",Georgia,12/6/2025,0.52
2025-2026,897,"Weakley, TN - Obion, TN","Obion, Weakley",Tennessee,12/27/2025,1.05
2025-2026,899,"Johnson, TN",Johnson,Tennessee,2/7/2026,2.84
2025-2026,9,"Cumberland (Portland), ME - Knox, ME","Cumberland, Knox, Lincoln, Sagadahoc",Maine,3/14/2026,0.71
2025-2026,900,"Lincoln, TN",Lincoln,Tennessee,11/29/2025,2.43
2025-2026,902,"Vanderburgh (Evansville), IN - Warrick, IN","Gibson, Posey, Spencer, Vanderburgh, Warrick",Indiana,1/3/2026,0.93
2025-2026,904,"Mason, WV",Mason,West Virginia,3/7/2026,1.1
2025-2026,905,"Oneida, WI - Vilas, WI","Forest, Iron, Oneida, Vilas",Wisconsin,4/4/2026,0.99
2025-2026,906,"Polk, WI",Polk,Wisconsin,3/28/2026,1.88
2025-2026,907,"Douglas, WI",Douglas,Wisconsin,3/14/2026,1.82
2025-2026,908,"La Crosse (La Crosse), WI - Monroe, WI","La Crosse, Monroe, Trempealeau, Vernon",Wisconsin,3/21/2026,1.28
2025-2026,909,"Dubuque (Dubuque), IA - Jackson, IA","Dubuque, Jackson",Iowa,3/7/2026,2.42
2025-2026,910,"Knox, IN - Daviess, IN","Daviess, Knox, Martin, Pike",Indiana,3/14/2026,1.1
2025-2026,911,"Vigo (Terre Haute), IN - Clay, IN","Clay, Parke, Sullivan, Vermillion, Vigo",Indiana,2/7/2026,0.65
2025-2026,912,"Marinette, WI - Florence, WI","Florence, Marinette",Wisconsin,3/7/2026,2.8
2025-2026,913,"Daviess (Owensboro), KY - Ohio, KY","Daviess, Hancock, McLean, Ohio",Kentucky,3/21/2026,1.22
2025-2026,914,"Carroll, KY - Trimble, KY","Carroll, Trimble",Kentucky,12/27/2025,4
2025-2026,915,"Fountain, IN - Warren, IN","Fountain, Warren",Indiana,3/21/2026,1.64
2025-2026,917,"Des Moines, IA - Henry, IA","Des Moines, Henry",Iowa,3/21/2026,1.42
2025-2026,919,"Crawford, WI",Crawford,Wisconsin,2/14/2026,2.12
2025-2026,92,"Harrison, WV - Upshur, WV","Braxton, Doddridge, Gilmer, Harrison, Lewis, Upshur",West Virginia,3/28/2026,1.4
2025-2026,921,"Clinton, IA",Clinton,Iowa,1/17/2026,1.76
2025-2026,923,"St. Croix, WI - Pierce, WI","Pierce, St. Croix",Wisconsin,3/14/2026,1.49
